fCnt,data,adr,dr,frequency
2072,-91,False,5,915800000
2073,-90,False,5,915400000
2074,-93,False,5,915200000
2075,-101,False,5,916200000
2076,-96,False,5,915600000
2077,-86,False,5,916000000
2078,-87,False,5,916400000
2079,-87,False,5,915200000
2081,Sem resposta,False,5,916200000
2082,-87,False,5,916000000
2083,-85,False,5,916400000
2084,-90,False,5,915400000
2085,-87,False,5,915600000
2086,-95,False,5,916000000
2087,-94,False,5,915400000
2088,-93,False,5,915800000
2089,-94,False,5,915200000
2090,-99,False,5,916200000
2091,-96,False,5,915600000
2092,Sem resposta,False,5,916400000
2093,-103,False,5,916200000
2094,-88,False,5,915200000
2095,-88,False,5,915600000
2096,-98,False,5,915400000
2097,-93,False,5,915800000
2098,-93,False,5,916400000
2099,-92,False,5,916000000
2100,-92,False,5,915600000
2101,-87,False,5,916000000
2102,-90,False,5,915200000
2103,-97,False,5,916200000
2104,-87,False,5,915800000
2105,-91,False,5,916400000
2106,-87,False,5,915400000
2107,-91,False,5,916000000
2108,-90,False,5,916400000
2109,-87,False,5,915800000
2110,-92,False,5,915400000
2111,-95,False,5,915200000
2112,-94,False,5,915600000
2113,-90,False,5,916200000
2114,-88,False,5,916200000
2115,Sem resposta,False,5,916000000
2116,-101,False,5,916400000
2117,-87,False,5,915400000
2118,-96,False,5,915200000
2119,-95,False,5,915600000
2120,-91,False,5,915800000
2121,-85,False,5,915400000
2122,-91,False,5,915800000
2123,-90,False,5,915200000
2124,-87,False,5,915600000
2125,-84,False,5,916000000
2126,Sem resposta,False,5,916200000
2127,-96,False,5,916400000
2128,-92,False,5,916400000
2129,-81,False,5,915800000
2130,-85,False,5,915400000
2131,-98,False,5,916000000
2132,-92,False,5,915200000
2133,-87,False,5,915600000
2135,Sem resposta,False,5,915800000
2136,-95,False,5,916000000
2137,-95,False,5,915600000
2139,Sem resposta,False,5,916400000
2141,Sem resposta,False,5,916200000
2143,Sem resposta,False,5,915400000
2146,Sem resposta,False,5,916000000
2147,-98,False,5,915800000
2149,Sem resposta,False,5,916200000
2150,-100,False,5,915600000
2151,-97,False,5,915800000
2152,-98,False,5,915200000
2153,-94,False,5,916000000
2154,-98,False,5,915400000
2155,-85,False,5,916400000
2156,-91,False,5,916400000
2157,-103,False,5,915800000
2158,-98,False,5,915200000
2159,-93,False,5,916000000
2160,Sem resposta,False,5,916200000
2161,-101,False,5,915600000
2162,-91,False,5,915400000
2163,-87,False,5,915200000
2164,-88,False,5,915600000
2165,-92,False,5,915400000
2166,-94,False,5,916000000
2167,-90,False,5,915800000
2168,-85,False,5,916200000
2169,-87,False,5,916400000
2170,-102,False,5,915200000
2171,-88,False,5,915400000
2172,-98,False,5,916400000
2173,-85,False,5,915600000
2175,Sem resposta,False,5,916200000
2176,-95,False,5,915800000
2177,-91,False,5,915600000
2178,-95,False,5,916400000
2179,-99,False,5,915200000
2180,-87,False,5,916200000
2181,-92,False,5,916000000
2182,-95,False,5,915400000
2183,-92,False,5,915800000
2184,-84,False,5,915200000
2185,-105,False,5,915400000
2186,-96,False,5,915600000
2187,-94,False,5,916200000
2188,-94,False,5,915800000
2189,-87,False,5,916400000
2190,-91,False,5,916000000
2191,-99,False,5,915200000
2192,-92,False,5,916200000
2193,-88,False,5,915600000
2194,-86,False,5,916000000
2195,-90,False,5,915800000
2196,-93,False,5,916400000
2197,-87,False,5,915400000
2198,-93,False,5,915200000
2199,-94,False,5,916000000
2200,-100,False,5,915600000
2201,-99,False,5,915800000
2202,-83,False,5,916400000
2203,-90,False,5,915400000
2204,-90,False,5,916200000
2205,-91,False,5,915600000
2206,-88,False,5,915400000
2207,-91,False,5,916000000
2208,-88,False,5,915200000
2209,-91,False,5,916400000
2210,-84,False,5,916200000
2211,-92,False,5,915800000
2212,-83,False,5,915400000
2213,-95,False,5,915600000
2214,-83,False,5,915200000
2215,-96,False,5,916200000
2216,-93,False,5,916000000
2217,-96,False,5,915800000
2218,-97,False,5,916400000
2219,-96,False,5,915600000
2220,-99,False,5,916000000
2221,-90,False,5,916400000
2222,-95,False,5,915400000
2223,-94,False,5,915800000
2224,-91,False,5,915200000
2225,-90,False,5,916200000
2226,-87,False,5,915400000
2227,-103,False,5,915600000
2228,-91,False,5,915800000
2229,-90,False,5,916000000
2230,-90,False,5,916200000
2231,-90,False,5,915200000
2232,Sem resposta,False,5,916400000
2233,-93,False,5,916000000
2234,Sem resposta,False,5,915600000
2235,Sem resposta,False,5,916200000
2237,Sem resposta,False,5,915200000
2238,-99,False,5,915800000
2239,-103,False,5,915400000
2240,-106,False,5,915400000
2241,-95,False,5,916000000
2242,-94,False,5,916200000
2243,-95,False,5,915800000
2245,Sem resposta,False,5,915600000
2246,-96,False,5,915200000
2247,-93,False,5,915200000
2248,-97,False,5,915600000
2249,-93,False,5,916200000
2250,-94,False,5,916000000
2251,-93,False,5,916400000
2252,-100,False,5,915800000
2253,-94,False,5,915400000
2254,-92,False,5,916200000
2255,-92,False,5,915600000
2256,-93,False,5,916400000
2257,-91,False,5,915400000
2258,-90,False,5,915200000
2260,Sem resposta,False,5,916000000
2261,Sem resposta,False,5,915600000
2262,-88,False,5,916200000
2263,-101,False,5,916400000
2264,-101,False,5,916000000
2265,-91,False,5,915400000
2266,-94,False,5,915200000
2267,-95,False,5,915800000
2268,-86,False,5,915400000
2269,-91,False,5,916400000
2270,-88,False,5,916000000
2271,-93,False,5,916200000
2272,-95,False,5,915600000
2273,-93,False,5,915800000
2274,-93,False,5,915200000
2275,-98,False,5,916200000
2276,-101,False,5,915800000
2277,-97,False,5,915200000
2278,-100,False,5,916000000
2279,-97,False,5,915400000
2280,-95,False,5,915600000
2281,-99,False,5,916400000
2282,-98,False,5,915600000
2283,-95,False,5,915200000
2284,-104,False,5,915800000
2285,-92,False,5,915400000
2286,-96,False,5,916000000
2287,-90,False,5,916200000
2288,-87,False,5,916400000
2289,-87,False,5,915800000
2290,-91,False,5,916200000
2291,-91,False,5,916000000
2292,-87,False,5,916400000
2293,-92,False,5,915200000
2294,-96,False,5,915400000
2295,-93,False,5,915600000
2296,-84,False,5,916000000
2298,Sem resposta,False,5,915400000
2299,-91,False,5,915800000
2300,-90,False,5,915600000
2301,-90,False,5,916400000
2302,-95,False,5,915200000
2303,-93,False,5,916400000
2304,-93,False,5,915600000
2305,-90,False,5,915200000
2306,-92,False,5,916000000
2307,-91,False,5,916200000
2308,-95,False,5,915400000
2309,-94,False,5,915800000
2310,-96,False,5,916400000
2311,-95,False,5,915200000
2312,-92,False,5,915800000
2313,-93,False,5,915600000
2314,-92,False,5,916000000
2315,-91,False,5,916200000
2316,-91,False,5,915400000
2317,-92,False,5,916400000
2318,-95,False,5,915600000
2319,-92,False,5,915200000
2320,-91,False,5,916200000
2321,-96,False,5,915800000
2322,-93,False,5,916000000
2323,-90,False,5,915400000
2324,-92,False,5,916400000
2325,-96,False,5,915800000
2326,-96,False,5,916000000
2327,-96,False,5,916200000
2328,-91,False,5,915200000
2329,-100,False,5,915600000
2330,-90,False,5,915400000
2331,-92,False,5,915400000
2332,-96,False,5,915200000
2333,-91,False,5,915800000
2334,-94,False,5,916000000
2335,-88,False,5,915600000
2336,-93,False,5,916200000
2337,-92,False,5,916400000
2338,-91,False,5,916200000
2339,-100,False,5,915400000
2340,-97,False,5,915600000
2341,-100,False,5,915200000
2342,-101,False,5,916000000
2343,-98,False,5,915800000
2344,-98,False,5,916400000
2345,-100,False,5,916400000
2346,-99,False,5,915400000
2347,-99,False,5,915800000
2348,-102,False,5,916200000
2349,-109,False,5,916000000
2350,-103,False,5,915600000
2351,-100,False,5,915200000
2352,-100,False,5,915800000
2353,-96,False,5,915600000
2354,-94,False,5,915200000
2355,-91,False,5,916200000
2356,Sem resposta,False,5,916400000
2357,-93,False,5,915400000
2358,-91,False,5,916000000
2359,-93,False,5,916400000
2360,-93,False,5,915200000
2361,-91,False,5,915400000
2362,-92,False,5,915800000
2363,-94,False,5,916000000
2364,-94,False,5,916200000
2365,-93,False,5,915600000
2366,-91,False,5,916200000
2367,-94,False,5,915600000
2368,-91,False,5,916000000
2369,-95,False,5,915400000
2370,-94,False,5,915200000
2372,Sem resposta,False,5,916400000
2373,-104,False,5,916200000
2374,-91,False,5,916000000
2376,Sem resposta,False,5,916400000
2377,-91,False,5,915400000
2378,Sem resposta,False,5,915800000
2379,-98,False,5,915600000
2381,Sem resposta,False,5,915800000
2382,-102,False,5,915200000
2383,-91,False,5,916200000
2384,-90,False,5,916000000
2385,-96,False,5,915600000
2386,-95,False,5,916400000
2387,-107,False,5,915400000
2388,-101,False,5,916000000
2389,-92,False,5,916200000
2390,-87,False,5,915800000
